      1 Acidithiobacillus thiooxidans
      1 Acinetobacter bouvetii
      1 Acinetobacter junii
      1 Actinomyces israelii
      1 Actinomyces johnsonii
      1 Aggregatibacter aphrophilus
      1 Bacillaceae bacterium AM5(2012)
      1 Bacillaceae bacterium NR40
      1 Bacillus sp. B1065
      1 bacterium H09
      1 bacterium LimA-1-J-12
      1 bacterium N06
      1 bacterium NLAE-zl-H489
      1 bacterium NLAE-zl-P820
      1 Bos frontalis
      1 Bradyrhizobium sp. ARR823
      1 Candidatus Mycoplasma erythrocervae
      1 Candidatus Saccharibacteria genomosp. TM7-H1
      1 Chelatococcus composti
      1 Chelatococcus sp. TKE5A
      1 Delftia acidovorans
      1 Delftia sp. Bac_SG_27
      1 Ensifer adhaerens
      1 Flavisolibacter sp. X7X
      1 Halospirulina sp. ED11(2012)
      1 Knoellia sp.
      1 Lactobacillus crispatus
      1 Lactobacillus gallinarum
      1 Malus domestica
      1 Microbacterium pumilum
      1 Micrococcus aloeverae
      1 Micrococcus sp. GPM2602
      1 Micrococcus sp. I0_M
      1 Micrococcus sp. N21
      1 Nakamurella sp. L1947
      1 Neisseria flava
      1 Neisseria sicca
      1 Ochrobactrum anthropi;Ochrobactrum sp. PV2Z2
      1 Polygala cruciata
      1 Prevotella melaninogenica
      1 Proteobacteria bacterium HRRK152
      1 Pseudomonas baetica
      1 Pseudomonas mandelii
      1 Pseudomonas sp. B2047
      1 Pseudomonas sp. Z79A
      1 Pseudomonas sp. Z82
      1 Rhodanobacter sp. HRRK145
      1 Serratia sp. 6NiCo43
      1 Shigella flexneri
      1 Shigella sp.
      1 soil bacterium b2
      1 Sphingobium chlorophenolicum
      1 Sphingomonas sp. JL47
      1 Sphingomonas sp. LDB-B117
      1 Sporosarcina sp. SS6.8
      1 Staphylococcus haemolyticus
      1 Staphylococcus hominis
      1 Staphylococcus pasteuri
      1 Staphylococcus sp. 17TA1
      1 Staphylococcus sp. C2I24
      1 Staphylococcus sp. Tp8
      1 Streptococcus anginosus
      1 Streptococcus sp. 6(2018)
      1 Streptococcus sp. Marseille-P7376
      1 Streptococcus sp. oral taxon 068
      1 Streptococcus sp. oral taxon C65
      1 Streptococcus sp. oral taxon G65
      1 uncultured prokaryote
      1 Veillonella massiliensis
      2 Actinomyces sp. oral taxon 171
      2 Bacillus megaterium
      2 Bacillus simplex
      2 Bacillus sp. B2101
      2 Bacillus sp. CSu3_44
      2 Bacillus sp. PSL-5
      2 Bauhinia acuminata
      2 Caucalis platycarpos
      2 Chitinophaga terrae Kim and Jung 2007
      2 Cynomorium songaricum
      2 Dracocephalum palmatum
      2 Escherichia fergusonii
      2 Heritiera elata
      2 Micrococcus lylae
      2 Micrococcus sp. 3S3
      2 Micrococcus yunnanensis
      2 Passiflora tenuiloba
      2 Pseudomonas fluorescens
      2 putative agent of rhinosporidiosis
      2 Serratia rubidaea
      2 Serratia sp.
      2 Staphylococcus sp. ChDC B392
      2 Staphylococcus sp. CS1
      2 Streptococcus gordonii
      2 Streptococcus sp. ChDC B576
      2 Streptomyces sp.
      2 uncultured Alphaproteobacteria bacterium
      2 Viola websteri
      3 Acetobacter pasteurianus
      3 Alishewanella solinquinati
      3 Chryseobacterium sp.
      3 Datura inoxia
      3 Gemella sanguinis
      3 Methylorubrum extorquens
      3 Phenylobacterium sp.
      3 Salmonella enterica subsp. enterica serovar Pullorum
      4 Amphilophium steyermarkii
      4 Brevundimonas sp.
      4 Delftia sp. JS2312
      4 Enterococcus faecium
      4 Homo sapiens
      4 Hydrostachys polymorpha
      4 Loasa sp. CF-2019
      4 Micrococcus terreus
      4 Plumbago auriculata
      4 Saurauia tristyla
      4 Scrophularia takesimensis
      5 Actinomyces oris
      5 Bergeyella cardium
      5 Glutamicibacter nicotianae
      5 Mycoplasma suis
      5 Solanum lycopersicum
      5 Streptococcus sanguinis
      5 uncultured Lactobacillus sp.
      6 Deutzia compacta
      6 Microbacterium sp. 1S1
      6 Streptococcus sp. oral taxon 066
      6 uncultured Kofleriaceae bacterium
      7 Microbacterium sp.
      7 Streptococcus sp. oral taxon 071
      7 Streptococcus sp. oral taxon 431
      8 fungal sp.
      8 Ipomoea setifera
      8 Pseudarthrobacter scleromae
      8 Streptococcus pseudopneumoniae
      8 Streptococcus sp. oral taxon C08
      8 Ureaplasma parvum
      9 Candidatus Mycoplasma haemobos
      9 Sphingoaurantiacus sp.
      9 Streptococcus sp. oral taxon 064
     10 Acinetobacter gyllenbergii
     10 Streptococcus oralis
     11 Lactococcus lactis subsp. cremoris
     11 Leuconostoc lactis
     11 Staphylococcus epidermidis
     11 Streptococcus australis
     12 Cucurbita moschata
     12 Ochrobactrum intermedium
     12 Streptococcus pneumoniae SPNA45
     13 Blastococcus aggregatus
     13 Streptococcus infantis
     14 Arthrobacter sp. 3C-G1-52
     16 Ensifer sp.
     16 Streptococcus pneumoniae SPN032672
     16 uncultured Chryseoglobus sp.
     17 bacterium YC-LK-LKJ4
     17 Brucella sp.
     17 uncultured Roseomonas sp.
     18 Nakamurella sp.
     18 Rothia mucilaginosa
     18 Sporosarcina luteola
     19 bacterium 203_oclvp551
     20 Massilia haematophila
     23 Streptococcus sp. M334;Streptococcus sp. C206;Streptococcus sp. C650;Streptococcus sp. M169;Streptococcus sp. M330;Streptococcus sp. M335;Streptococcus sp. M443
     24 Pasteurella multocida
     25 Prevotella nanceiensis
     26 Corynebacterium durum
     26 Flavobacterium akiainvivens
     26 Streptococcus cristatus
     27 Camellia sinensis var. assamica
     30 Candidatus Solibacter usitatus
     30 Pseudomonas sp.
     31 Bacillus sp. RM117
     33 Acinetobacter johnsonii
     34 Granulicella mallensis MP5ACTX8
